"Name","Aura","CL","Slot","Price","Weight","Description","Requirements","Cost","Group","Source","AL","Int","Wis","Cha","Ego","Communication","Senses","Powers","MagicItems","Destruction","MinorArtifactFlag","MajorArtifactFlag","Abjuration","Conjuration","Divination","Enchantment","Evocation","Necromancy","Transmutation","AuraStrength","WeightValue","PriceValue","CostValue","Languages","BaseItem","LinkText","id"
"Spectral Shroud","moderate necromancy",5,"chest","26,000 gp",0,"This thin, bleached cloth covers the wearer's entire torso. Some also cover the wearer's face, but don't interfere with the wearer's vision. The morbid burial shroud grants the wearer some affinity with the spectral dead. The wearer can discern invisible or ethereal creatures as though using see invisibility. Once per day, the wearer can become incorporeal for 10 rounds and gain a fly speed equal to half his base speed with perfect maneuverability. The wearer can't attack while incorporeal, but can dismiss the effect as a move action.","Craft Wondrous Item, hide from undead, see invisibility","13,000 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,1,0,"moderate",0,26000,13000,,,"NULL",1779
"Spell Ward Tower Shield","strong abjuration",15,"shield","25,180 gp","15 lbs.","This +2 spell resistance (13) tower shield grants a + 4 resistance bonus on Reflex saving throws against spells and spell-like abilities. Once per day, when the wearer succeeds at a saving throw against a spell or spell-like ability that allows a Reflex saving throw for half damage, she may spend an immediate action to instead take no damage from that spell or spell-like ability.","Craft Magic Arms and Armor, cat's grace, spell resistance","12,680 gp","Armor","Ultimate Equipment",,,,,,,,,,,0,0,1,0,0,0,0,0,0,"strong",15,25180,12680,,"+2 spell resistance (13) tower shield","NULL",1297
"Spellguard Bracers","faint abjuration",4,"wrists","5,000 gp","1 lb.","Typically made of leather dyed blue and decorated with star-shaped studs, these bracers are used by spellcasters who practice their art in the heat of combat. The bracers grant the wearer a +2 bonus on concentration checks made to cast defensively. Three times per day, the wearer can choose to roll a concentration check to cast defensively twice and take the better result.","Combat Casting, Craft Wondrous Item, warding weapon (Ultimate Combat)","2,500 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,1,0,0,0,0,0,0,"faint",1,5000,2500,,,"NULL",2145
"Spellstrike Gloves","strong (no school)",17,"hands","8,000 gp",0,"These black leather gloves are lined with soft black velveteen and have silver buckles that run from the wrist to the elbow. Three times per day, the gloves allow the wearer to treat a ranged magus spell as a spell with a range of ""touch,"" allowing him to deliver the spell with his spellstrike ability. The glove can only affect spells that normally affect one or more creatures at a range greater than ""touch"" (such as slow), not rays or other created effects. The altered spell only affects the creature attacked (any other targets normally allowed by the spell are lost).","Craft Wondrous Item, creator must be a magus","4,000 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",0,8000,4000,,,"NULL",1894
"Sphere Of Annihilation","strong transmutation",20,"none",,0,"A sphere of annihilation is a globe of absolute blackness 2 feet in diameter. Any matter that comes in contact with a sphere is instantly sucked into the void and utterly destroyed. Only the direct intervention of a deity can restore an annihilated character. A sphere of annihilation is static, resting in some spot as if it were a normal hole. It can be caused to move, however, by mental effort (think of this as a mundane form of telekinesis, too weak to move actual objects but a force to which the sphere, being weightless, is sensitive). A character's ability to gain control of a sphere of annihilation (or to keep controlling one) is based on the result of a control check against DC 30 (a move action). A control check is 1d20 + character level + character Intelligence modifier. If the check succeeds, the character can move the sphere (perhaps to bring it into contact with an enemy) as a free action. Control of a sphere can be established from as far away as 40 feet (the character need not approach too closely). Once control is established, it must be maintained by continuing to make control checks (all DC 30) each round. For as long as a character maintains control (does not fail a check) in subsequent rounds, he can control the sphere from a distance of 40 feet + 10 feet per character level. The sphere's speed in a round is 10 feet + 5 feet for every 5 points by which the character's control check result in that round exceeded 30. If a control check fails, the sphere slides 10 feet in the direction of the character attempting to move it. If two or more creatures vie for control of a sphere of annihilation, the rolls are opposed. If none are successful, the sphere slips toward the one who rolled lowest. See also talisman of the sphere.",,,"Artifact","Ultimate Equipment",,,,,,,,,,"Should a gate spell be cast upon a sphere of annihilation, there is a 50% chance (01-50 on d%) that the spell destroys it, a 35% chance (51-85) that the spell does nothing, and a 15% chance (86-100) that a gap is torn in the spatial fabric, catapulting everything within a 180-foot radius into another plane. If a rod of cancellation touches a sphere of annihilation, they negate each other in a tremendous explosion. Everything within a 60- foot radius takes 2d6 x 10 points of damage. Dispel magic and mage's disjunction have no effect on a sphere.",1,0,0,0,0,0,0,0,1,"strong",0,0,0,,,"NULL",2434
"Spider's Fang","moderate evocation",10,"none","79,102 gp","1 lb.","This punching dagger's blade is engraved with images of spider webs. Upon close inspection, the images seem to come alive as if spiders were swarming across the webs on the blade. Twice per day as a free action, this +2 keen wounding punching dagger can poison a living creature hit by an attack made by this weapon as the poison spell (Fortitude DC 20 negates). In addition, the wielder gains a +2 competence bonus on Acrobatics checks made to move through an enemy's threatened area without provoking an attack of opportunity.","Craft Magic Arms and Armor, bleed, keen edge, ray of enfeeblement","39,702 gp","Weapon","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"moderate",1,79102,39702,,"+2 keen wounding punching dagger","NULL",1369
"Spindle Of Perfect Knowledge","strong transmutation",20,"none",,0,"The spindle of perfect knowledge is large, bright, and flawless marquise-cut diamond ioun stone the size of a halfling's fist. The gemstone would be a treasure in itself if it lacked magic, but it is also a powerful ioun stone. The spindle of perfect knowledge functions like a headband of mental superiority +4 and grants 5 ranks in two random Knowledge skills. The wearer can communicate and understand languages as if using comprehend languages, tongues, and telepathy with a range of 100 feet.",,,"Artifact","Ultimate Equipment",,,,,,,,,,"The spindle of perfect knowledge is destroyed if worn by a mindless creature for an entire year.",1,0,0,0,0,0,0,0,1,"strong",0,0,0,,,"NULL",2435
"Spined Shield","moderate evocation",6,"shield","5,580 gp","15 lbs.","This +1 heavy steel shield is covered in spines. It acts as a normal spiked shield. On command up to three times per day, the shield's wearer can fire one of the shield's spines. A fired spine has a +1 enhancement bonus, a range increment of 120 feet, and deals 1d10 points of damage (19-20/x2). Fired spines regenerate each day.","Craft Magic Arms and Armor, magic missile","2,875 gp","Armor","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"moderate",15,5580,2875,,"+1 heavy steel shield","NULL",1298
"Spirit Blade","moderate abjuration",10,"none","48,502 gp","1 lb.","This wavy blade is almost transparently thin, and glows with ethereal energy upon being grasped. In addition to being a +3 ghost touch dagger, it can cast dispel magic once per day.","Craft Magic Arms and Armor, dispel magic, plane shift, creator must be 9th level","24,402 gp","Weapon","Ultimate Equipment",,,,,,,,,,,0,0,1,0,0,0,0,0,0,"moderate",1,48502,24402,,"+3 ghost touch dagger","NULL",1370
"Spirit Caller","moderate necromancy",9,"none","25,302 gp","2 lbs.","The spirit caller is a +1 ghost touch mere club carved of nephrite jade. Incorporeal undead and ghosts struck by the spirit caller must succeed at a DC 16 Will save or be drawn inside the mere and are trapped within it. When holding a spirit inside, the spirit caller glows from within with the brightness of a candle and functions as a +2 ghost touch undead bane mere club. The mere consumes the energy of the spirit inside in 1 hour, destroying it, and can hold but a single spirit at a time. The wielder can release a trapped spirit as a standard action. Ghosts consumed by a spirit caller still rejuvenate as normal.","Craft Magic Arms and Armor, magic jar, plane shift","12,802 gp","Weapon","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,1,0,"moderate",2,25302,12802,,"+1 ghost touch mere club|+2 ghost touch undead bane mere club","NULL",1371
"Spiritualist Rings","strong necromancy",12,"ring","70,000 gp",0,"These four garish and gaudy rings must be worn on one hand, though they take up only a single ring slot. They grant the wearer the ability to commune with and affect the dead in the following ways. • The wearer can use speak with dead, as the spell, three times per day. It takes 10 minutes to use this ability. • The wearer can use spectral hand, as the spell, three times per day. • The wearer's weapons gain the ghost touch weapon special ability while the wearer is wielding the weapons. • The wearer gains a +4 sacred or profane bonus on saving throws against positive and negative energy effects. The bonus depends on the wearer's alignment-good-aligned wearers gain a sacred bonus, whereas evil-aligned wearers gain a profane bonus. Neutral-aligned wearers pick either a sacred or profane bonus when the ring is first put on, which cannot be changed later .","Forge Ring, speak with dead, spectral hand, plane shift","45,000 gp","Ring","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,1,0,"strong",0,70000,45000,,,"NULL",1474
"Staff Of Abjuration","strong abjuration",13,"none","82,000 gp","5 lbs.","Usually carved from the heartwood of an ancient oak, ash, sequoia, or other large tree, this staff allows use of the following spells: • Dispel magic (1 charge) • Resist energy (1 charge) • Shield (1 charge) • Dismissal (2 charges) • Lesser globe of invulnerability (2 charges) • Repulsion (3 charges)","Craft Staff, dismissal, dispel magic, lesser globe of invulnerability, repulsion, resist energy, shield","41,000 gp","Staff","Ultimate Equipment",,,,,,,,,,,0,0,1,0,0,0,0,0,0,"strong",5,82000,41000,,,"NULL",1610
"Staff Of Accompaniment","moderate evocation and transmutation",8,"none","14,800 gp","5 lbs.","This staff is adorned with musical notes. When held and used with bardic performance, it accompanies the song with the sounds of wind instruments, granting a +2 competence bonus on Perform checks. The staff allows use of the following spells: • Chord of shards (1 charge; Ultimate Magic) • Saving finale (1 charge; Advanced Player's Guide) • Allegro (2 charges; Ultimate Magic)","Craft Staff, allegro, chord of shards, saving finale","7,400 gp","Staff","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,1,0,1,"moderate",5,14800,7400,,,"NULL",1611
